№ закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;ИНН;Статус№1;Цена победителя;№2;Статус №2;Цена №2;Дата окончания контракта;Дата начала контракта;Адрес;Контакты;ФИО Руководителя
№ 0156600026721000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600026721000007;Определение поставщика завершено;"Ремонт автомобильнойдороги""Кунгур -Соликамск"" - Байкино км 000+000 - км 001+000";УПРАВЛЕНИЕ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;15.02.2021;1 140 616,80 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600026721000007;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591821769421000006;Да;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;КИНШОВ АНДРЕЙ НИКОЛАЕВИЧ;941 002,00;15.03.2021 10:50 (МСК+2);;31.12.2021;15.03.2021;426011, Удмуртская Республика, г. Ижевск, ул. Карла Маркса,д.455, кв.1;89922042455kinhov2020@mail.ru;
№ 0156600015521000030;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015521000030;Определение поставщика отменено;"Ремонт моста на автомобильнойдороге""Ишимово - Самарово"" участок 0+176 км., Ремонт моста через реку Ирень в составе улично - дорожной сети с. Ишимово, Ремонт моста через реку Ирень в составе улично - дорожной сети с. Енапаево, Ремонт моста через реку Ирень в составе улично - дорожной сети д.Биктулка";АДМИНИСТРАЦИЯ ОКТЯБРЬСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;15.02.2021;18 132 648,85 ;;;;;;;;;;;;;;
№ 0156600015121000034;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015121000034;Определение поставщика завершено;"Ремонт автомобильнойдороги""Голдыри-Орда-Октябрьский"" - Черемиска";АДМИНИСТРАЦИЯ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;14.02.2021;2 061 735,53 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015121000034;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591700588021000009;5904235830;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИР АВТО""";1 344 275,80;23.03.2021 9:52 (МСК+2);;30.09.2021;23.03.2021;614083, КРАЙ ПЕРМСКИЙ, ГОРОД ПЕРМЬ, УЛИЦА ХОЛМОГОРСКАЯ, ДОМ 4, КОРПУС В, КВАРТИРА 199;83425923146miravto59@yandex.ru;
№ 0156600015121000033;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015121000033;Определение поставщика завершено;Ремонт автомобильнойдорогиОрда-Ашап км 013+980 - км 014+680;АДМИНИСТРАЦИЯ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;14.02.2021;3 911 590,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015121000033;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591700588021000003;5951004492;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРДАДОРИНВЕСТ""";3 481 315,10;22.03.2021 11:13 (МСК+2);;30.09.2021;22.03.2021;617500, Пермский край, село Орда, ул Нагорная, д 17;89048496959Ordadorinvest@yandex.ru;
№ 0156600015121000032;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015121000032;Определение поставщика завершено;Ремонт автомобильнойдорогиул. 1-е Мая от д. 11 до ул. Гагарина с. Малый Ашап, ул. Лесная от д. 1 до д. 5, ул. Подгорная от д. 1 до д. 5 с. Карьево;АДМИНИСТРАЦИЯ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;14.02.2021;1 355 078,27 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015121000032;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591700588021000004;5940200456;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУНГУРСКАЯ ПМК-2""";1 348 302,88;22.03.2021 14:14 (МСК+2);;30.09.2021;22.03.2021;617402, Пермский край, Кунгурский р-н, поселок Семсовхоз, ул Ленина, д 18;83427145748kpmk2@yandex.ru;
№ 0156600015121000031;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015121000031;Определение поставщика завершено;Ремонт автомобильнойдорогиул. Колхозная д. Щелканка, ул. Мира от д.30 до ул. Молодежная с. Сосновка;АДМИНИСТРАЦИЯ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;14.02.2021;762 514,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015121000031;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591700588021000005;5940200456;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУНГУРСКАЯ ПМК-2""";659 574,61;22.03.2021 14:31 (МСК+2);;30.09.2021;22.03.2021;617402, Пермский край, Кунгурский р-н, поселок Семсовхоз, ул Ленина, д 18;83427145748kpmk2@yandex.ru;
№ 0156600015121000030;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015121000030;Определение поставщика завершено;Ремонт участка  автомобильнойдорогиАшап-Сосновка км 005+500 - км 006+461;АДМИНИСТРАЦИЯ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;13.02.2021;5 476 142,50 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015121000030;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591700588021000001;5951004492;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРДАДОРИНВЕСТ""";4 463 056,23;22.03.2021 10:43 (МСК+2);;30.09.2021;22.03.2021;617500, Пермский край, село Орда, ул Нагорная, д 17;89048496959Ordadorinvest@yandex.ru;
№ 0156600015121000029;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015121000029;Определение поставщика завершено;Ремонт автомобильнойдорогиОрда-Ашап км 000+000 - км 000+516, км 000+538 - км 001+192;АДМИНИСТРАЦИЯ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;13.02.2021;6 884 271,78 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015121000029;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591700588021000007;5904356137;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СНАБКОМПЛЕКТ-СТРОЙ""";5 610 681,46;22.03.2021 15:35 (МСК+2);;30.09.2021;22.03.2021;614064, Российская Федерация, Пермский край, г. Пермь, ул. Героев Хасана, 51а, 23;73422110artemvinohodov@mail.ru;
№ 0156600015121000028;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015121000028;Определение поставщика завершено;Ремонт автомобильнойдорогиул. Заречная от д.1 до д.3, ул. Юбилейная от д. 34 до д. 42  с. Медянка, ул. Ленина от а/д Голдыри – Орда - Октябрьский до д. 31 с. Шляпники;АДМИНИСТРАЦИЯ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;13.02.2021;1 099 674,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015121000028;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591700588021000008;5904235830;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИР АВТО""";1 000 703,34;23.03.2021 9:34 (МСК+2);;30.09.2021;23.03.2021;614083, КРАЙ ПЕРМСКИЙ, ГОРОД ПЕРМЬ, УЛИЦА ХОЛМОГОРСКАЯ, ДОМ 4, КОРПУС В, КВАРТИРА 199;83425923146miravto59@yandex.ru;
№ 0156600015121000027;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015121000027;Определение поставщика завершено;Ремонт автомобильнойдорогиул. Новая от д. 3 до д. 30, ул. Дачная от д. 4 до ул. Школьная с. Красный Ясыл;АДМИНИСТРАЦИЯ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;13.02.2021;917 819,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015121000027;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591700588021000010;5904235830;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МИР АВТО""";844 391,50;23.03.2021 10:09 (МСК+2);;30.09.2021;23.03.2021;614083, КРАЙ ПЕРМСКИЙ, ГОРОД ПЕРМЬ, УЛИЦА ХОЛМОГОРСКАЯ, ДОМ 4, КОРПУС В, КВАРТИРА 199;83425923146miravto59@yandex.ru;
№ 0156600014721000026;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600014721000026;Определение поставщика завершено;Выполнение работ по ремонту участковавтодорогиВерещагино - Соколово (уч. Верещагино-Сепыч)км 002+000-км 003+150,км 029+350- км 029-720;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;13.02.2021;15 210 112,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600014721000026;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3593301221121000018;Да;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;ГОЛУБЕВ СЕРГЕЙ ВАЛЕРИЕВИЧ;12 700 443,52;16.03.2021 14:35 (МСК+2);;31.12.2021;16.03.2021;617240, Пермский край, село Сива, ул Калинина, д 8, кв 2;89028043787golybeva-cuba@mail.ru;
№ 0156600014721000025;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600014721000025;Определение поставщика завершено;Выполнение работ по ремонту автомобильнойдорогиул. Ленина, г. Верещагино (от ул. Фрунзе до ул. Энгельса);АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;13.02.2021;12 232 052,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600014721000025;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3593301221121000014;5903003509;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПЕРМИНЖСЕЛЬСТРОЙ""";12 232 052,00;12.03.2021 9:52 (МСК+2);;31.12.2021;12.03.2021;614094, г Пермь, ул Связистов, д 24;83422244001piss@perm.raid.ru;
№ 0856300003821000015;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856300003821000015;Определение поставщика завершено;Организация пешеходных коммуникаций в п. Пожва Юсьвинского муниципального округаПермскогокрая;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЮСЬВИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ ""ЕДИНЫЙ УЧЕТНЫЙ ЦЕНТР""";12.02.2021;2 000 000,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856300003821000015;АДМИНИСТРАЦИЯ ЮСЬВИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100797321000004;Да;АДМИНИСТРАЦИЯ ЮСЬВИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;НИКУЛИНА МАРИЯ АЛЕКСАНДРОВНА;1 990 000,00;11.03.2021 11:44 (МСК+2);;31.12.2021;11.03.2021;614083, г Пермь, ул Запорожская, д 1, кв 110;89504525806MASHA_BOTALOVA@MAIL.RU;
№ 0856300003821000014;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856300003821000014;Определение поставщика завершено;Организация пешеходных коммуникаций в с. Купрос Юсьвинского муниципального округаПермскогокрая;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЮСЬВИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ ""ЕДИНЫЙ УЧЕТНЫЙ ЦЕНТР""";12.02.2021;2 052 831,78 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856300003821000014;АДМИНИСТРАЦИЯ ЮСЬВИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100797321000002;Да;АДМИНИСТРАЦИЯ ЮСЬВИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;НИКУЛИНА МАРИЯ АЛЕКСАНДРОВНА;2 042 567,62;11.03.2021 8:30 (МСК+2);;31.12.2021;11.03.2021;614083, г Пермь, ул Запорожская, д 1, кв 110;89504525806MASHA_BOTALOVA@MAIL.RU;
№ 0856300003821000013;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0856300003821000013;Определение поставщика завершено;Организация пешеходных коммуникаций в с. Юсьва Юсьвинского муниципального округаПермскогокрая;"МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ЮСЬВИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ ""ЕДИНЫЙ УЧЕТНЫЙ ЦЕНТР""";12.02.2021;2 000 000,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0856300003821000013;АДМИНИСТРАЦИЯ ЮСЬВИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3598100797321000003;Да;АДМИНИСТРАЦИЯ ЮСЬВИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;НИКУЛИНА МАРИЯ АЛЕКСАНДРОВНА;1 990 000,00;11.03.2021 11:44 (МСК+2);;31.12.2021;11.03.2021;614083, г Пермь, ул Запорожская, д 1, кв 110;89504525806MASHA_BOTALOVA@MAIL.RU;
№ 0156600015121000026;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015121000026;Определение поставщика завершено;Ремонт автомобильныхдорогс. Орда: ул. Заречная от д. 59 до ул. Беляева, ул. Верхняя от д. 4 до ул. Высокая, ул. Восточная от а/д Голдыри – Орда - Октябрьский до ул. Коммунистическая, ул. Коммунистическая от ул. Восточная до д. 27;АДМИНИСТРАЦИЯ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;12.02.2021;3 097 515,81 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015121000026;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591700588021000002;5951004492;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРДАДОРИНВЕСТ""";2 756 789,05;22.03.2021 10:55 (МСК+2);;30.09.2021;22.03.2021;617500, Пермский край, село Орда, ул Нагорная, д 17;89048496959Ordadorinvest@yandex.ru;
№ 0156600015121000025;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600015121000025;Определение поставщика завершено;Ремонт участка автомобильнойдорогиСосновка-Тайся км 000+000 - км 000+570;АДМИНИСТРАЦИЯ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;12.02.2021;1 337 968,61 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600015121000025;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591700588021000006;5940200456;УПРАВЛЕНИЕ ИМУЩЕСТВЕННЫХ И ЗЕМЕЛЬНЫХ ОТНОШЕНИЙ АДМИНИСТРАЦИИ ОРДИНСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КУНГУРСКАЯ ПМК-2""";1 230 931,17;22.03.2021 14:53 (МСК+2);;30.09.2021;22.03.2021;617402, Пермский край, Кунгурский р-н, поселок Семсовхоз, ул Ленина, д 18;83427145748kpmk2@yandex.ru;
№ 0156600014721000024;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600014721000024;Определение поставщика завершено;Выполнение работ по ремонтуавтодорогобщего пользования местного значения;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;12.02.2021;17 508 287,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600014721000024;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3593301221121000015;5933009554;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВ-ГРУПП""";13 043 673,56;11.03.2021 14:42 (МСК+2);;31.12.2021;11.03.2021;617120, Пермский край, Верещагинский р-н, Верещагино г, ул.Звезды, д.152;79504437900pozdeev_84@mail.ru;
№ 0156600026721000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600026721000006;Определение поставщика завершено;"Ремонт автомобильнойдороги""Кунгур-Соликамск""-Сая (уч. Сосновка - Сая) км 018+000 - км 019+000";УПРАВЛЕНИЕ ЭКОНОМИЧЕСКОГО РАЗВИТИЯ АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГАПЕРМСКОГОКРАЯ;12.02.2021;1 198 510,09 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600026721000006;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3591821769421000008;Да;УПРАВЛЕНИЕ ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА И БЛАГОУСТРОЙСТВА АДМИНИСТРАЦИИ БЕРЕЗОВСКОГО МУНИЦИПАЛЬНОГО ОКРУГА ПЕРМСКОГО КРАЯ;БИЛЕТОВ ВЛАДИМИР ВЛАДИСЛАВОВИЧ;976 772,00;15.03.2021 15:17 (МСК+2);;31.12.2021;15.03.2021;617475, Пермский край, г Кунгур, ул Полетаевская, д 13, кв 1;89082657855biletov.v..v@mail.ru;
№ 0156600014721000023;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600014721000023;Определение поставщика завершено;Выполнение работ по  ремонтуавтодорогобщего пользования местного значения;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;12.02.2021;14 914 182,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600014721000023;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3593301221121000019;5933009554;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВ-ГРУПП""";13 944 760,17;16.03.2021 14:47 (МСК+2);;31.12.2021;16.03.2021;617120, Пермский край, Верещагинский р-н, Верещагино г, ул.Звезды, д.152;79504437900pozdeev_84@mail.ru;
№ 0156600014721000022;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0156600014721000022;Определение поставщика завершено;Выполнение работ по  ремонтуавтодорогобщего пользования местного значения;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГАПЕРМСКОГОКРАЯ;12.02.2021;13 148 636,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0156600014721000022;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;№3593301221121000017;5933200173;АДМИНИСТРАЦИЯ ВЕРЕЩАГИНСКОГО ГОРОДСКОГО ОКРУГА ПЕРМСКОГО КРАЯ;"МУНИЦИПАЛЬНОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВЕРЕЩАГИНСКИЙ КОМБИНАТ БЛАГОУСТРОЙСТВА""";11 768 029,22;16.03.2021 11:30 (МСК+2);;31.12.2021;16.03.2021;617120, Пермский край, г. Верещагино, ул. Карла Маркса, 122;83425436686mup_vkb@mail.ru;
