№ закупки;Ссылка на продукт;Статус;Описание объекта;Организация;Дата размещения;Цена;Ссылка на поставщика;Заказчик;Победитель;ИНН;Статус№1;Цена победителя;№2;Статус №2;Цена №2;Дата окончания контракта;Дата начала контракта;Адрес;Контакты;ФИО Руководителя
№ 0372200044621000010;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0372200044621000010;Подача заявок;Разработка проектно-сметной документации на комплексное благоустройство территории,  ограниченной Введенским каналом, Витебской площадью, границей отвода Октябрьской железнойдороги, наб. Обводного канала;"САНКТ-ПЕТЕРБУРГСКОЕГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ПО БЛАГОУСТРОЙСТВУ И КОММУНАЛЬНОМУ ХОЗЯЙСТВУ АДМИРАЛТЕЙСКОГО РАЙОНА""";23.03.2021;1 200 000,00 ;;;;;;;;;;;;;;
№ 32110108730;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110108730;Закупка завершена;на выполнение работ по содержанию автомобильныхдорогрегионального значения в  Калининском районеСанкт-Петербурга, включенных в Перечни автомобильныхдорогобщего и необщего пользования регионального значения вСанкт Петербургев первом полугодии 2021 года для обеспечения государственных нуждСанкт-Петербурга.;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОЛОМЯЖСКОЕ""";22.03.2021;7 993 332,40 ;;;;;;;;;;;;;;
№ 32110107533;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110107533;Закупка завершена;Поставка лесоматериала для лежневыхдорог;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗСАНКТ-ПЕТЕРБУРГ""";22.03.2021;1 128 600,00 ;;;;;;;;;;;;;;
№ 0172300011721000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0172300011721000002;Определение поставщика завершено;Выполнение работ по текущему ремонтудороги(замена водопропускной трубы, п. Солнечное ул. Советская), расположенной в пределах границ муниципального образования п. Солнечное;МЕСТНАЯ АДМИНИСТРАЦИЯ ВНУТРИГОРОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯСАНКТ-ПЕТЕРБУРГАПОСЕЛОК СОЛНЕЧНОЕ;19.03.2021;96 051,66 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0172300011721000002;МЕСТНАЯ АДМИНИСТРАЦИЯ ВНУТРИГОРОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯ САНКТ-ПЕТЕРБУРГА ПОСЕЛОК СОЛНЕЧНОЕ;;;;;;;;;;;;
№ 0372200070421000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372200070421000001;Определение поставщика завершено;Ремонт асфальтового покрытия на территории ГБДОУ детский сад № 68 Кировского районаСанкт-Петербурга;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 68 КИРОВСКОГО РАЙОНАСАНКТ-ПЕТЕРБУРГА;19.03.2021;510 519,01 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372200070421000001;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 68 КИРОВСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЕМЕК""";;1 - Победитель;335 485,97;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""ПЕРЕМЕНА""";2 - Второй номер;339 262,00;;;;;
№ 32110097515;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110097515;Закупка завершена;Поставка материалов, используемых в дорожном строительстве для выполнения работ по содержанию автомобильныхдорогКурортного района;"САНКТ-ПЕТЕРБУРГСКОЕГОСУДАРСТВЕННОЕ УНИТАРНОЕ ДОРОЖНОЕ СПЕЦИАЛИЗИРОВАННОЕ ПРЕДПРИЯТИЕ ""КУРОРТНОЕ""";18.03.2021;9 948 833,00 ;;;;;;;;;;;;;;
№ 0372100041321000164;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372100041321000164;Определение поставщика завершено;Поставка транспортного средства для коммунального хозяйства с навесным оборудованием в 2021 году;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ ПЕТЕРБУРГСКИЙГОСУДАРСТВЕННЫЙ ПЕДИАТРИЧЕСКИЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";17.03.2021;3 010 000,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372100041321000164;"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДИАТРИЧЕСКИЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕХНОКОР""";;1 - Победитель;2 377 900,00;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОРИОНЪ""";2 - Второй номер;2 392 950,00;;;;;
№ 0172300008021000007;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0172300008021000007;Определение поставщика завершено;Ремонт покрытий проездов, въездов и пешеходных дорожек на внутриквартальных территориях города Колпино;МЕСТНАЯ АДМИНИСТРАЦИЯ ВНУТРИГОРОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯСАНКТ-ПЕТЕРБУРГАГОРОДА КОЛПИНО;16.03.2021;4 500 000,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0172300008021000007;МЕСТНАЯ АДМИНИСТРАЦИЯ ВНУТРИГОРОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ САНКТ-ПЕТЕРБУРГА ГОРОДА КОЛПИНО;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАД-СТРОЙ""";;1 - Победитель;10 836,54;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СК ИНВЕСТСТРОЙ""";2 - Второй номер;10 919,87;;;;;
№ 0372200067821000001;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372200067821000001;Определение поставщика завершено;"Оказание услуг по содержанию завершенного строительством объекта ""Строительство продолжения Софийской улицы до Московского шоссе, промышленной зоны ""Металлострой"" Вторая очередь - строительство продолжения Софийской улицы до пересечения савтодорогойна Колпино с устройством выхода в промзону ""Металлострой"" 2ПК. Строительство автомобильнойдорогиот пересечения с Софийской улицей на ПК 60+22 до путепровода через ж.д.Санкт-Петербург-Москва (включая путепровод)"" до передачи эксплуатирующей организации для нуждСанкт-Петербурга";"САНКТ-ПЕТЕРБУРГСКОЕГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ТРАНСПОРТНОГО СТРОИТЕЛЬСТВА""";16.03.2021;4 378 300,80 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372200067821000001;"САНКТ-ПЕТЕРБУРГСКОЕ ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""ДИРЕКЦИЯ ТРАНСПОРТНОГО СТРОИТЕЛЬСТВА""";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТРОИТЕЛЬНАЯ КОМПАНИЯ ""МЕГАСТРОЙ""";;1 - Победитель;3 480 749,26;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ПИТЕР-ПРО""";2 - Второй номер;3 502 640,76;;;;;
№ 32110083654;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110083654;Закупка завершена;Оказание услуг по выполнению работ по содержанию автомобильныхдорогрегионального значения в Калининском районеСанкт-Петербурга(Полюстровский проспект);"ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ПРИГОРОДНОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 1""";15.03.2021;1 891 350,03 ;;;;;;;;;;;;;;
№ 32110083637;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110083637;Закупка завершена;Оказание услуг по выполнению работ по содержанию автомобильныхдорогрегионального значения в Калининском районеСанкт-Петербурга(Кушелевскаядорога);"ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ПРИГОРОДНОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 1""";15.03.2021;666 203,23 ;;;;;;;;;;;;;;
№ 32110083454;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110083454;Закупка завершена;...дороги«М-11 строящаяся скоростная автомобильнаядорогаМосква –Санкт-Петербург.Строительство скоростной автомобильнойдорогиМосква –Санкт-Петербург... . Автомобильнаядорога«Подключение к улично-дорожной сети г.Санкт – Петербург( ...дорогеМосква –Санкт-Петербургс устройством транспортных развязок» (Пушкинский район г.Санкт-Петербург)...;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АВТОДОР-ПЛАТНЫЕДОРОГИ""";15.03.2021;2 417 200,00 ;;;;;;;;;;;;;;
№ 0172200002321000023;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0172200002321000023;Определение поставщика завершено;Выполнение работ и поставка товаров для благоустройства территории для нужд Государственного бюджетного общеобразовательного учреждения гимназии № 24 имени И.А. Крылова Василеостровского районаСанкт-Петербургав 2021 году.;АДМИНИСТРАЦИЯ ВАСИЛЕОСТРОВСКОГО РАЙОНАСАНКТ-ПЕТЕРБУРГА;15.03.2021;4 481 416,80 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0172200002321000023;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ГИМНАЗИЯ № 24 ИМЕНИ И.А.КРЫЛОВА САНКТ-ПЕТЕРБУРГА;;;В течение десяти минут после начала проведения электронного аукциона было подано единственное предложение о цене контракта. По результатам рассмотрения второй части такой заявки принято решение о ее соответствии требованиям, установленным документацией об электронном аукционе (ч.13 ст.69 Закона № 44-ФЗ).;;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЛК-СТРОЙ""";;4 459 009,71;;;;;
№ 0172200000421000017;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0172200000421000017;Подача заявок;Выполнение работ по освобождению территорий от несанкционированных свалок отходов, по адресу:Санкт-Петербург, Пулковское шоссе, д. 42, вдоль железнойдороги;АДМИНИСТРАЦИЯ МОСКОВСКОГО РАЙОНАСАНКТ-ПЕТЕРБУРГА;12.03.2021;34 931 540,00 ;;;;;;;;;;;;;;
№ 0372200006921000025;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0372200006921000025;Подача заявок;"Проектирование строительства электрических сетей и устройств наружного освещения улиц:Дорогабез названия от Сердобольской ул. до Земледельческой ул. вдоль жилого комплекса ""Фортис"" (Земледельческая ул., д.5, корп.2)";"САНКТ-ПЕТЕРБУРГСКОЕГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ЗАКАЗЧИКА ПО СТРОИТЕЛЬСТВУ И КАПИТАЛЬНОМУ РЕМОНТУ ОБЪЕКТОВ ИНЖЕНЕРНО-ЭНЕРГЕТИЧЕСКОГО КОМПЛЕКСА""";12.03.2021;1 018 872,00 ;;;;;;;;;;;;;;
№ 32110074564;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110074564;Закупка завершена;на выполнение работ по содержанию автомобильныхдорогрегионального значения в Калининском районеСанкт-Петербурга, включенных в Перечни автомобильныхдорогобщего и необщего пользования регионального значения вСанкт Петербургев  2021 года для обеспечения государственных нуждСанкт-Петербурга.;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОЛОМЯЖСКОЕ""";12.03.2021;82 363 479,49 ;;;;;;;;;;;;;;
№ 0172200002521000028;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0172200002521000028;Подача заявок;"Выполнение работ по строительству здания общеобразовательной школы на 1000 мест по адресу:Санкт-Петербург, муниципальный округ Полюстрово Муринскаядорога, участок 10 (территория, ограниченная Приозерским направлением ж.д., административной границейСанкт-Петербурга, береговой линией Муринского ручья, в Красногвардейском районе; ФЗУ № 35) (1000 мест)";КОМИТЕТ ПО ГОСУДАРСТВЕННОМУ ЗАКАЗУСАНКТ-ПЕТЕРБУРГА;11.03.2021;1 582 072 527,20 ;;;;;;;;;;;;;;
№ 0306100000421000005;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0306100000421000005;Определение поставщика завершено;"Содержание действующей сети автомобильныхдорогобщего пользования федерального значения (устройство защитных слоев, слоев износа и поверхностной обработки). Устройство защитных слоёв на автомобильнойдорогеР-21 ""Кола""Санкт-Петербург- Петрозаводск - Мурманск - Печенга - граница с Королевством Норвегия на участке км 909 - км 929, Республика Карелия.";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИСАНКТ-ПЕТЕРБУРГ- МУРМАНСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";10.03.2021;69 917 975,63 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0306100000421000005;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ САНКТ-ПЕТЕРБУРГ - МУРМАНСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;;;;;;;;;;;
№ 0306100000421000004;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0306100000421000004;Определение поставщика завершено;"Содержание действующей сети автомобильныхдорогобщего пользования федерального значения (устройство защитных слоев, слоев износа и поверхностной обработки). Устройство защитных слоёв, слоев износа на автомобильнойдорогеА-119 Вологда - Медвежьегорск - автомобильнаядорогаР-21 ""Кола"" на участке км 403 - км 464, Республика Карелия.";"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИСАНКТ-ПЕТЕРБУРГ- МУРМАНСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";10.03.2021;219 656 500,48 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0306100000421000004;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ САНКТ-ПЕТЕРБУРГ - МУРМАНСК ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;;;;;;;;;;;
№ 32110067868;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110067868;Закупка завершена;Оказание услуг по выполнению работ по содержанию автомобильныхдорогрегионального значения в Калининском районеСанкт-Петербурга(Суздальский проспект);"ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ПРИГОРОДНОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 1""";10.03.2021;1 826 077,28 ;;;;;;;;;;;;;;
№ 32110067799;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110067799;Закупка завершена;Оказание услуг по выполнению работ по содержанию автомобильныхдорогрегионального значения в Калининском районеСанкт-Петербурга(ул. Руставели);"ЛЕНИНГРАДСКОЕ ОБЛАСТНОЕ ГОСУДАРСТВЕННОЕ ПРЕДПРИЯТИЕ ""ПРИГОРОДНОЕ ДОРОЖНОЕ РЕМОНТНО-СТРОИТЕЛЬНОЕ УПРАВЛЕНИЕ № 1""";10.03.2021;2 188 442,82 ;;;;;;;;;;;;;;
№ 0372100009921000012;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0372100009921000012;Подача заявок;Лот № 7: Выполнение комплекса работ по приемочной диагностике, оказание услуг по техническому инспектированию, услуг по технической проверке и анализу, формированию технического плана и технического паспорта при выполнении работ по устройству искусственного электроосвещения на автомобильнойдорогеР-21 «Кола»Санкт-Петербург– Петрозаводск – Мурманск – Печенга – граница с Королевством Норвегия на участке км 66+436 – км 80+126, Ленинградская область (1 этап);"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";10.03.2021;1 699 648,00 ;;;;;;;;;;;;;;
№ 0372100009921000011;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0372100009921000011;Подача заявок;Лот № 6: Выполнение комплекса работ по приемочной диагностике, оказание услуг по техническому инспектированию, услуг по технической проверке и анализу, формированию технического плана и технического паспорта при выполнении работ по устройству искусственного электроосвещения на км 599+319 – км 666+700 автомобильнойдорогиМ-10 «Россия» Москва – Тверь – Великий Новгород –Санкт-Петербург, Ленинградская область;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";10.03.2021;6 801 354,00 ;;;;;;;;;;;;;;
№ 0372100009921000010;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0372100009921000010;Подача заявок;Лот № 5: Выполнение комплекса работ по приемочной диагностике, оказание услуг по техническому инспектированию, услуг по технической проверке и анализу, формированию технического плана и технического паспорта при выполнении работ по устройству пешеходных дорожек на автомобильнойдорогеА-180 «Нарва»Санкт-Петербург- граница с Эстонской Республикой на участках км 60+172 – км 60+346, км 66+701 – км 66+914, км 67+904 – км 68+069, км 71+933 – км 71+985, км 77+819 – км 78+000, км 81+526 – км 81+741, км 83+124 – км 83+425, Ленинградская область;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";10.03.2021;741 552,00 ;;;;;;;;;;;;;;
№ 0172200002221000021;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0172200002221000021;Подача заявок;Выполнение работ по текущему ремонту асфальтового покрытия в дошкольных учреждениях Фрунзенского районаСанкт-Петербургав 2021 году;АДМИНИСТРАЦИЯ ФРУНЗЕНСКОГО РАЙОНАСАНКТ-ПЕТЕРБУРГА;10.03.2021;9 039 063,00 ;;;;;;;;;;;;;;
№ 0372200056521000002;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0372200056521000002;Определение поставщика завершено;Выполнение работ по ремонту асфальтового покрытия территории ГБДОУ детский сад №89 Фрунзенского района СПб в 2021 году.;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 89 ФРУНЗЕНСКОГО РАЙОНАСАНКТ-ПЕТЕРБУРГА;09.03.2021;1 696 602,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372200056521000002;ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 89 ФРУНЗЕНСКОГО РАЙОНА САНКТ-ПЕТЕРБУРГА;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬЯНС""";;1 - Победитель;1 096 388,77;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДОРСТРОЙ СПБ""";2 - Второй номер;1 104 871,78;;;;;
№ 32110061825;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110061825;Работа комиссии;Открытый аукцион среди субъектов малого и среднего предпринимательства в электронной форме № 949/ОАЭ-ТЭ/21 на право заключения договора выполнения работ по текущему ремонту зданий Октябрьской дирекции по энергообеспечению – структурного подразделения Трансэнерго – филиала ОАО «РЖД»;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""РОССИЙСКИЕ ЖЕЛЕЗНЫЕДОРОГИ""";09.03.2021;;;;;;;;;;;;;;;
№ 0172300005321000005;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0172300005321000005;Подача заявок;Организация благоустройства и осуществления работ в сфере озеленения, включая поставку элементов благоустройства на территории МО№54;МЕСТНАЯ АДМИНИСТРАЦИЯ ВНУТРИГОРОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯСАНКТ-ПЕТЕРБУРГАМУНИЦИПАЛЬНЫЙ ОКРУГ № 54;09.03.2021;34 384 978,80 ;;;;;;;;;;;;;;
№ 0372100009921000008;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0372100009921000008;Определение поставщика завершено;Лот № 10: Выполнение работ по содержанию действующей сети автомобильныхдорогобщего пользования федерального значения на объекте: «Устройство защитных слоев на автомобильнойдорогеР-23Санкт-Петербург– Псков – Пустошка – Невель – граница с Республикой Белоруссия на участке км 501+842 – км 517+872, Псковская область»;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХДОРОГ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";04.03.2021;79 118 929,00 ;https://zakupki.gov.ru/epz/order/notice/ea44/view/supplier-results.html?regNumber=0372100009921000008;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ ФЕДЕРАЛЬНЫХ АВТОМОБИЛЬНЫХ ДОРОГ ""СЕВЕРО-ЗАПАД"" ИМЕНИ Н.В. СМИРНОВА ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";;;По окончании срока подачи заявок подана только одна заявка, заявка соответствует требованиям. Конкурс в электронной форме признан несостоявшимся (ч. 16 ст. 54.4 Закона № 44-ФЗ);;"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""СОХРАН""";;79 118 929,00;;;;;
№ 0172300007521000002;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0172300007521000002;Подача заявок;Благоустройство территории Муниципального округа Ланское;МЕСТНАЯ АДМИНИСТРАЦИЯ ВНУТРИГОРОДСКОГО МУНИЦИПАЛЬНОГО ОБРАЗОВАНИЯ ГОРОДА ФЕДЕРАЛЬНОГО ЗНАЧЕНИЯСАНКТ-ПЕТЕРБУРГАМУНИЦИПАЛЬНЫЙ ОКРУГ ЛАНСКОЕ;04.03.2021;42 256 900,00 ;;;;;;;;;;;;;;
№ 32110052040;https://zakupki.gov.ru/https://zakupki.gov.ru/223/purchase/public/purchase/info/common-info.html?regNumber=32110052040;Закупка завершена;Поставка лесоматериала для лежневыхдорог;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАЗПРОМ ТРАНСГАЗСАНКТ-ПЕТЕРБУРГ""";04.03.2021;1 128 600,00 ;;;;;;;;;;;;;;
№ 0172200002121000006;https://zakupki.gov.ru//epz/order/notice/ea44/view/common-info.html?regNumber=0172200002121000006;Определение поставщика отменено;Выполнение работ по уборке и содержанию территорий, прилегающих к полосе отвода железнойдороги, в соответствии с Адресной программой;АДМИНИСТРАЦИЯ КОЛПИНСКОГО РАЙОНАСАНКТ-ПЕТЕРБУРГА;03.03.2021;36 206 242,41 ;;;;;;;;;;;;;;
№ 0336100012521000023;https://zakupki.gov.ru//epz/order/notice/ok504/view/common-info.html?regNumber=0336100012521000023;Работа комиссии;...  на км 125+670 автомобильнойдорогиР-132 «Золотое кольцо» Ярославль ...  на км 126+200 автомобильнойдорогиР-132 «Золотое кольцо» Ярославль ...;"ФЕДЕРАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ""УПРАВЛЕНИЕ АВТОМОБИЛЬНОЙ МАГИСТРАЛИ ОРДЕНА ЛЕНИНА ""МОСКВА-САНКТ-ПЕТЕРБУРГ"" ФЕДЕРАЛЬНОГО ДОРОЖНОГО АГЕНТСТВА""";03.03.2021;88 050 754,80 ;;;;;;;;;;;;;;
